generation,best_fitness,average_fitness,worst_fitness,best_chromosome,best_routes
0,836.6131280541736,1023.6585821521082,1173.9585240341667,19-17-7-5-6-1-18-15-16-14-3-9-13-12-11-8-2-10-4,19-17;7-5-6-1-18-15-16;14-3-9;13-12-11-8-2;10-4
