generation,best_fitness,average_fitness,worst_fitness,best_chromosome,best_routes
0,1528.7110275822663,1694.4609679331293,1867.6459734366988,25-16-9-20-23-10-19-1-3-21-13-7-5-2-4-17-27-14-12-22-15-11-6-8-24-26-18,25-16;9-20-23;10-19;1-3;21-13;7-5;2-4;17-27;14-12;22-15-11;6-8;24-26-18
