generation,best_fitness,average_fitness,worst_fitness,best_chromosome,best_routes
0,638.7218681037539,785.9470638454284,875.6405731832733,5-4-7-9-8-2-11-1-3-10-12-13-6-14,5-4;7-9;8-2-11;1-3-10;12-13;6-14
