generation,best_fitness,average_fitness,worst_fitness,best_chromosome,best_routes
0,2631.0419508515643,2827.673340144347,2997.223201612328,31-39-40-12-3-1-24-27-30-21-35-14-9-22-20-5-33-10-4-37-26-6-13-19-36-2-7-18-16-28-29-8-15-25-23-38-34-41-17-11-32,31-39;40;12;3;1;24;27;30-21;35;14;9-22;20;5;33-10;4;37-26;6;13;19-36-2;7;18;16;28-29;8-15;25-23-38;34-41;17;11-32
