generation,best_fitness,average_fitness,worst_fitness,best_chromosome,best_routes
0,1610.8627488456434,1746.5385760823087,1841.8705202141157,16-20-18-25-24-6-11-15-5-10-14-22-7-2-8-28-1-27-3-26-23-17-4-9-13-19-12-21,16;20-18;25-24;6-11;15;5-10;14;22;7-2;8;28;1-27;3-26;23;17;4;9;13-19;12;21
