generation,best_fitness,average_fitness,worst_fitness,best_chromosome,best_routes
0,1345.9958502443594,1505.9877844913158,1688.5723957410655,17-19-9-2-10-25-29-6-11-27-16-5-14-4-22-13-7-8-12-23-24-3-18-20-15-21-1-30-26-28,17-19-9;2-10;25-29-6;11;27;16-5-14;4-22;13;7-8;12-23;24-3;18-20-15;21-1;30-26-28
